date,region,store_id,product_id,category,price,units_sold,holiday_flag,promotion_flag,inventory
2024-06-02,Mumbai,MUM_1,P002,Personal Care,75.64,44,0,0,78
2024-06-02,Mumbai,MUM_1,P003,Electronics,97.1,132,0,1,173
2024-06-02,Mumbai,MUM_1,P004,Beverages,144.09,178,0,0,214
2024-06-02,Mumbai,MUM_1,P005,Cleaning,80.2,169,0,0,226
2024-06-02,Mumbai,MUM_2,P001,Grocery,123.98,90,0,0,149
2024-06-02,Mumbai,MUM_2,P002,Personal Care,177.4,235,0,1,309
2024-06-02,Mumbai,MUM_2,P003,Electronics,42.06,191,0,0,276
2024-06-02,Mumbai,MUM_2,P004,Beverages,180.72,149,0,0,244
2024-06-02,Mumbai,MUM_2,P005,Cleaning,85.79,161,0,0,192
2024-06-03,Indore,IND_1,P001,Grocery,130.44,124,0,0,141
2024-06-03,Indore,IND_1,P002,Personal Care,160.9,25,0,0,102
2024-06-03,Indore,IND_1,P003,Electronics,173.14,175,0,0,236
2024-06-03,Indore,IND_1,P004,Beverages,52.57,194,0,1,233
2024-06-03,Indore,IND_1,P005,Cleaning,36.98,56,0,0,155
2024-06-03,Indore,IND_2,P001,Grocery,193.65,214,0,1,235
2024-06-03,Indore,IND_2,P002,Personal Care,99.52,26,0,0,83
2024-06-03,Indore,IND_2,P003,Electronics,61.09,202,0,1,227
2024-06-03,Indore,IND_2,P004,Beverages,117.84,98,0,0,183
2024-06-03,Indore,IND_2,P005,Cleaning,126.23,162,0,0,228
2024-06-03,Delhi,DEL_1,P001,Grocery,88.12,92,0,0,191
2024-06-03,Delhi,DEL_1,P002,Personal Care,159.77,207,0,1,249
2024-06-03,Delhi,DEL_1,P003,Electronics,108.99,59,0,0,137
2024-06-03,Delhi,DEL_1,P004,Beverages,146.27,140,0,0,151
2024-06-03,Delhi,DEL_1,P005,Cleaning,34.51,104,0,0,146
2024-06-03,Delhi,DEL_2,P001,Grocery,107.9,169,0,0,190
2024-06-03,Delhi,DEL_2,P002,Personal Care,95.64,142,0,1,163
2024-06-03,Delhi,DEL_2,P003,Electronics,47.13,70,0,0,166
2024-06-03,Delhi,DEL_2,P004,Beverages,42.1,120,0,0,136
2024-06-03,Delhi,DEL_2,P005,Cleaning,50.09,111,0,0,149
2024-06-03,Mumbai,MUM_1,P001,Grocery,36.66,212,0,0,270
2024-06-03,Mumbai,MUM_1,P002,Personal Care,154.38,116,0,0,149
2024-06-03,Mumbai,MUM_1,P003,Electronics,177.41,84,0,0,182
2024-06-03,Mumbai,MUM_1,P004,Beverages,70.5,155,0,0,226
2024-06-03,Mumbai,MUM_1,P005,Cleaning,114.42,186,0,0,207
2024-06-03,Mumbai,MUM_2,P001,Grocery,192.95,100,0,1,180
2024-06-03,Mumbai,MUM_2,P002,Personal Care,192.66,129,0,0,207
2024-06-03,Mumbai,MUM_2,P003,Electronics,79.85,187,0,0,281
2024-06-03,Mumbai,MUM_2,P004,Beverages,157.9,133,0,0,218
2024-06-03,Mumbai,MUM_2,P005,Cleaning,146.97,230,0,1,246
2024-06-04,Indore,IND_1,P001,Grocery,102.44,194,0,0,208
2024-06-04,Indore,IND_1,P002,Personal Care,117.27,198,0,0,272
2024-06-04,Indore,IND_1,P003,Electronics,179.66,109,0,0,179
2024-06-04,Indore,IND_1,P004,Beverages,94.26,135,0,0,163
2024-06-04,Indore,IND_1,P005,Cleaning,48.9,211,0,0,240
2024-06-04,Indore,IND_2,P001,Grocery,50.2,125,0,0,173
2024-06-04,Indore,IND_2,P002,Personal Care,156.83,162,0,0,177
2024-06-04,Indore,IND_2,P003,Electronics,166.36,127,0,1,183
2024-06-04,Indore,IND_2,P004,Beverages,181.49,196,0,0,254
2024-06-04,Indore,IND_2,P005,Cleaning,148.28,173,0,0,236
2024-06-04,Delhi,DEL_1,P001,Grocery,129.33,77,0,1,94
2024-06-04,Delhi,DEL_1,P002,Personal Care,58.85,181,0,0,248
2024-06-04,Delhi,DEL_1,P003,Electronics,69.0,155,0,0,197
2024-06-04,Delhi,DEL_1,P004,Beverages,99.91,218,0,0,273
2024-06-04,Delhi,DEL_1,P005,Cleaning,42.95,205,0,1,280
2024-06-04,Delhi,DEL_2,P001,Grocery,44.07,210,0,1,224
2024-06-04,Delhi,DEL_2,P002,Personal Care,34.48,119,0,0,139
2024-06-04,Delhi,DEL_2,P003,Electronics,131.0,134,0,0,202
2024-06-04,Delhi,DEL_2,P004,Beverages,173.16,182,0,1,196
2024-06-04,Delhi,DEL_2,P005,Cleaning,199.43,130,0,0,176
2024-06-04,Mumbai,MUM_1,P001,Grocery,158.7,117,0,0,177
2024-06-04,Mumbai,MUM_1,P002,Personal Care,76.7,159,0,0,200
2024-06-04,Mumbai,MUM_1,P003,Electronics,37.97,91,0,0,103
2024-06-04,Mumbai,MUM_1,P004,Beverages,118.43,163,0,1,177
2024-06-04,Mumbai,MUM_1,P005,Cleaning,45.03,203,0,0,278
2024-06-04,Mumbai,MUM_2,P001,Grocery,166.86,137,0,1,196
2024-06-04,Mumbai,MUM_2,P002,Personal Care,130.29,143,0,0,190
2024-06-04,Mumbai,MUM_2,P003,Electronics,106.65,102,0,1,162
2024-06-04,Mumbai,MUM_2,P004,Beverages,148.6,186,0,0,279
2024-06-04,Mumbai,MUM_2,P005,Cleaning,108.05,143,0,1,218
2024-06-05,Indore,IND_1,P001,Grocery,85.89,131,0,0,220
2024-06-05,Indore,IND_1,P002,Personal Care,55.82,87,0,0,100
2024-06-05,Indore,IND_1,P003,Electronics,60.92,175,0,0,234
2024-06-05,Indore,IND_1,P004,Beverages,132.33,65,0,0,79
2024-06-05,Indore,IND_1,P005,Cleaning,88.66,49,0,0,92
2024-06-05,Indore,IND_2,P001,Grocery,51.89,119,0,0,154
2024-06-05,Indore,IND_2,P002,Personal Care,165.9,103,0,0,113
2024-06-05,Indore,IND_2,P003,Electronics,44.37,92,0,0,157
2024-06-05,Indore,IND_2,P004,Beverages,112.37,151,0,0,174
2024-06-05,Indore,IND_2,P005,Cleaning,55.12,48,0,0,80
2024-06-05,Delhi,DEL_1,P001,Grocery,116.99,89,0,0,113
2024-06-05,Delhi,DEL_1,P002,Personal Care,47.83,40,0,0,123
2024-06-05,Delhi,DEL_1,P003,Electronics,125.87,153,0,1,179
2024-06-05,Delhi,DEL_1,P004,Beverages,88.3,181,0,0,257
2024-06-05,Delhi,DEL_1,P005,Cleaning,140.3,166,0,0,215
2024-06-05,Delhi,DEL_2,P001,Grocery,103.38,174,0,0,189
2024-06-05,Delhi,DEL_2,P002,Personal Care,182.94,108,0,0,150
2024-06-05,Delhi,DEL_2,P003,Electronics,31.28,120,0,0,133
2024-06-05,Delhi,DEL_2,P004,Beverages,174.64,143,0,0,192
2024-06-05,Delhi,DEL_2,P005,Cleaning,148.48,72,0,1,147
2024-06-05,Mumbai,MUM_1,P001,Grocery,127.92,149,0,1,209
2024-06-05,Mumbai,MUM_1,P002,Personal Care,169.55,196,0,0,231
2024-06-05,Mumbai,MUM_1,P003,Electronics,77.6,128,0,0,149
2024-06-05,Mumbai,MUM_1,P004,Beverages,49.52,100,0,0,147
2024-06-05,Mumbai,MUM_1,P005,Cleaning,128.81,162,0,0,177
2024-06-05,Mumbai,MUM_2,P001,Grocery,87.22,161,0,0,214
2024-06-05,Mumbai,MUM_2,P002,Personal Care,64.29,145,0,0,171
2024-06-05,Mumbai,MUM_2,P003,Electronics,49.84,70,0,0,114
2024-06-05,Mumbai,MUM_2,P004,Beverages,89.31,132,0,1,216
2024-06-05,Mumbai,MUM_2,P005,Cleaning,189.52,106,0,0,116
2024-06-06,Indore,IND_1,P001,Grocery,155.99,121,0,0,144
2024-06-06,Indore,IND_1,P002,Personal Care,165.92,91,0,1,183
2024-06-06,Indore,IND_1,P003,Electronics,143.08,193,0,0,220
2024-06-06,Indore,IND_1,P004,Beverages,168.82,37,0,0,78
2024-06-06,Indore,IND_1,P005,Cleaning,108.66,101,0,0,127
2024-06-06,Indore,IND_2,P001,Grocery,182.93,78,0,0,138
2024-06-06,Indore,IND_2,P002,Personal Care,122.28,93,0,0,166
2024-06-06,Indore,IND_2,P003,Electronics,58.34,129,0,1,165
2024-06-06,Indore,IND_2,P004,Beverages,164.06,160,0,0,202
2024-06-06,Indore,IND_2,P005,Cleaning,35.7,69,0,0,83
2024-06-06,Delhi,DEL_1,P001,Grocery,179.05,53,0,0,150
2024-06-06,Delhi,DEL_1,P002,Personal Care,132.67,195,0,0,209
2024-06-06,Delhi,DEL_1,P003,Electronics,112.68,179,0,0,224
2024-06-06,Delhi,DEL_1,P004,Beverages,122.26,115,0,0,144
2024-06-06,Delhi,DEL_1,P005,Cleaning,60.87,110,0,1,209
2024-06-06,Delhi,DEL_2,P001,Grocery,191.04,168,0,0,239
2024-06-06,Delhi,DEL_2,P002,Personal Care,47.14,179,0,0,225
2024-06-06,Delhi,DEL_2,P003,Electronics,150.23,149,0,0,189
2024-06-06,Delhi,DEL_2,P004,Beverages,133.14,68,0,0,113
2024-06-06,Delhi,DEL_2,P005,Cleaning,51.19,134,0,1,197
2024-06-06,Mumbai,MUM_1,P001,Grocery,118.2,218,0,0,301
2024-06-06,Mumbai,MUM_1,P002,Personal Care,166.49,73,0,0,145
2024-06-06,Mumbai,MUM_1,P003,Electronics,100.47,97,0,1,140
2024-06-06,Mumbai,MUM_1,P004,Beverages,186.14,137,0,0,197
2024-06-06,Mumbai,MUM_1,P005,Cleaning,72.2,152,0,0,183
2024-06-06,Mumbai,MUM_2,P001,Grocery,67.42,87,0,0,167
2024-06-06,Mumbai,MUM_2,P002,Personal Care,195.84,185,0,0,255
2024-06-06,Mumbai,MUM_2,P003,Electronics,61.36,187,0,0,283
2024-06-06,Mumbai,MUM_2,P004,Beverages,102.55,102,0,0,156
2024-06-06,Mumbai,MUM_2,P005,Cleaning,94.21,89,0,1,116
2024-06-07,Indore,IND_1,P001,Grocery,79.99,180,0,0,252
2024-06-07,Indore,IND_1,P002,Personal Care,47.51,72,0,0,84
2024-06-07,Indore,IND_1,P003,Electronics,93.46,180,0,0,244
2024-06-07,Indore,IND_1,P004,Beverages,56.55,143,0,0,160
2024-06-07,Indore,IND_1,P005,Cleaning,34.61,122,0,0,198
2024-06-07,Indore,IND_2,P001,Grocery,180.87,55,0,0,98
2024-06-07,Indore,IND_2,P002,Personal Care,166.9,114,0,1,191
2024-06-07,Indore,IND_2,P003,Electronics,190.55,194,0,0,258
2024-06-07,Indore,IND_2,P004,Beverages,182.38,66,0,0,94
2024-06-07,Indore,IND_2,P005,Cleaning,129.12,58,0,0,68
2024-06-07,Delhi,DEL_1,P001,Grocery,168.97,174,0,0,203
2024-06-07,Delhi,DEL_1,P002,Personal Care,136.11,184,0,0,246
2024-06-07,Delhi,DEL_1,P003,Electronics,80.06,159,0,1,198
2024-06-07,Delhi,DEL_1,P004,Beverages,112.86,210,0,1,300
2024-06-07,Delhi,DEL_1,P005,Cleaning,112.41,90,0,0,172
2024-06-07,Delhi,DEL_2,P001,Grocery,53.69,93,0,1,128
2024-06-07,Delhi,DEL_2,P002,Personal Care,119.37,88,0,0,135
2024-06-07,Delhi,DEL_2,P003,Electronics,41.42,156,0,0,241
2024-06-07,Delhi,DEL_2,P004,Beverages,65.09,100,0,0,162
2024-06-07,Delhi,DEL_2,P005,Cleaning,59.81,224,0,1,279
2024-06-07,Mumbai,MUM_1,P001,Grocery,37.98,152,0,0,197
2024-06-07,Mumbai,MUM_1,P002,Personal Care,152.24,121,0,0,185
2024-06-07,Mumbai,MUM_1,P003,Electronics,142.82,121,0,1,150
2024-06-07,Mumbai,MUM_1,P004,Beverages,57.54,158,0,1,229
2024-06-07,Mumbai,MUM_1,P005,Cleaning,192.39,124,0,0,222
2024-06-07,Mumbai,MUM_2,P001,Grocery,149.84,68,0,0,116
2024-06-07,Mumbai,MUM_2,P002,Personal Care,42.91,140,0,0,161
2024-06-07,Mumbai,MUM_2,P003,Electronics,91.37,111,0,0,181
2024-06-07,Mumbai,MUM_2,P004,Beverages,164.3,106,0,0,196
2024-06-07,Mumbai,MUM_2,P005,Cleaning,141.99,93,0,0,184
2024-06-08,Indore,IND_1,P001,Grocery,113.2,153,0,0,178
2024-06-08,Indore,IND_1,P002,Personal Care,187.29,136,0,0,152
2024-06-08,Indore,IND_1,P003,Electronics,35.77,183,0,0,251
2024-06-08,Indore,IND_1,P004,Beverages,190.53,162,0,0,210
2024-06-08,Indore,IND_1,P005,Cleaning,107.37,153,0,0,222
2024-06-08,Indore,IND_2,P001,Grocery,111.78,180,0,1,228
2024-06-08,Indore,IND_2,P002,Personal Care,83.6,160,0,0,202
2024-06-08,Indore,IND_2,P003,Electronics,180.62,187,0,0,262
2024-06-08,Indore,IND_2,P004,Beverages,34.15,102,0,1,150
2024-06-08,Indore,IND_2,P005,Cleaning,31.61,111,0,0,177
2024-06-08,Delhi,DEL_1,P001,Grocery,128.73,163,0,0,256
2024-06-08,Delhi,DEL_1,P002,Personal Care,155.39,73,0,0,127
2024-06-08,Delhi,DEL_1,P003,Electronics,90.29,127,0,0,184
2024-06-08,Delhi,DEL_1,P004,Beverages,33.04,176,0,1,200
2024-06-08,Delhi,DEL_1,P005,Cleaning,95.34,197,0,0,245
2024-06-08,Delhi,DEL_2,P001,Grocery,179.45,67,0,1,138
2024-06-08,Delhi,DEL_2,P002,Personal Care,134.28,98,0,0,170
2024-06-08,Delhi,DEL_2,P003,Electronics,69.2,179,0,1,262
2024-06-08,Delhi,DEL_2,P004,Beverages,37.98,59,0,0,122
2024-06-08,Delhi,DEL_2,P005,Cleaning,194.75,185,0,1,214
2024-06-08,Mumbai,MUM_1,P001,Grocery,199.13,118,0,0,159
2024-06-08,Mumbai,MUM_1,P002,Personal Care,108.77,181,0,0,279
2024-06-08,Mumbai,MUM_1,P003,Electronics,130.8,113,0,0,151
2024-06-08,Mumbai,MUM_1,P004,Beverages,181.09,141,0,1,192
2024-06-08,Mumbai,MUM_1,P005,Cleaning,167.62,40,0,0,128
2024-06-08,Mumbai,MUM_2,P001,Grocery,30.86,153,0,0,180
2024-06-08,Mumbai,MUM_2,P002,Personal Care,43.78,24,0,0,91
2024-06-08,Mumbai,MUM_2,P003,Electronics,127.12,75,0,0,161
2024-06-08,Mumbai,MUM_2,P004,Beverages,75.39,220,0,1,288
2024-06-08,Mumbai,MUM_2,P005,Cleaning,177.44,164,0,0,218
2024-06-09,Indore,IND_1,P001,Grocery,148.57,71,0,0,122
2024-06-09,Indore,IND_1,P002,Personal Care,51.91,86,0,0,126
2024-06-09,Indore,IND_1,P003,Electronics,30.19,122,0,0,144
2024-06-09,Indore,IND_1,P004,Beverages,134.88,96,0,1,165
2024-06-09,Indore,IND_1,P005,Cleaning,31.54,166,0,1,203
2024-06-09,Indore,IND_2,P001,Grocery,137.55,97,0,1,174
2024-06-09,Indore,IND_2,P002,Personal Care,59.54,133,0,0,164
2024-06-09,Indore,IND_2,P003,Electronics,150.46,55,0,0,154
2024-06-09,Indore,IND_2,P004,Beverages,42.7,84,0,1,169
2024-06-09,Indore,IND_2,P005,Cleaning,34.18,188,0,0,276
2024-06-09,Delhi,DEL_1,P001,Grocery,169.19,73,0,0,86
2024-06-09,Delhi,DEL_1,P002,Personal Care,102.45,69,0,0,93
2024-06-09,Delhi,DEL_1,P003,Electronics,165.12,171,0,0,264
2024-06-09,Delhi,DEL_1,P004,Beverages,141.27,138,0,0,203
2024-06-09,Delhi,DEL_1,P005,Cleaning,103.5,161,0,1,227
2024-06-09,Delhi,DEL_2,P001,Grocery,105.19,131,0,0,178
2024-06-09,Delhi,DEL_2,P002,Personal Care,69.09,119,0,0,146
2024-06-09,Delhi,DEL_2,P003,Electronics,176.94,131,0,0,200
2024-06-09,Delhi,DEL_2,P004,Beverages,61.54,129,0,1,188
2024-06-09,Delhi,DEL_2,P005,Cleaning,159.37,55,0,0,124
2024-06-09,Mumbai,MUM_1,P001,Grocery,194.48,48,0,0,74
2024-06-09,Mumbai,MUM_1,P002,Personal Care,133.24,57,0,0,104
2024-06-09,Mumbai,MUM_1,P003,Electronics,68.34,144,0,0,217
2024-06-09,Mumbai,MUM_1,P004,Beverages,107.39,96,0,0,169
2024-06-09,Mumbai,MUM_1,P005,Cleaning,97.24,129,0,1,179
2024-06-09,Mumbai,MUM_2,P001,Grocery,36.74,148,0,0,198
2024-06-09,Mumbai,MUM_2,P002,Personal Care,71.15,136,0,1,178
2024-06-09,Mumbai,MUM_2,P003,Electronics,125.14,144,0,0,155
2024-06-09,Mumbai,MUM_2,P004,Beverages,120.82,153,0,1,228
2024-06-09,Mumbai,MUM_2,P005,Cleaning,196.17,160,0,0,184
2024-06-10,Indore,IND_1,P001,Grocery,64.03,101,0,0,183
2024-06-10,Indore,IND_1,P002,Personal Care,38.84,176,0,0,261
2024-06-10,Indore,IND_1,P003,Electronics,178.06,118,0,0,134
2024-06-10,Indore,IND_1,P004,Beverages,142.34,202,0,0,269
2024-06-10,Indore,IND_1,P005,Cleaning,163.25,202,0,0,286
2024-06-10,Indore,IND_2,P001,Grocery,153.22,63,0,0,85
2024-06-10,Indore,IND_2,P002,Personal Care,111.48,203,0,0,267
2024-06-10,Indore,IND_2,P003,Electronics,37.42,186,0,0,278
2024-06-10,Indore,IND_2,P004,Beverages,68.84,171,0,1,215
2024-06-10,Indore,IND_2,P005,Cleaning,67.5,145,0,0,161
2024-06-10,Delhi,DEL_1,P001,Grocery,108.65,75,0,1,104
2024-06-10,Delhi,DEL_1,P002,Personal Care,115.82,131,0,0,176
2024-06-10,Delhi,DEL_1,P003,Electronics,35.0,134,0,0,182
2024-06-10,Delhi,DEL_1,P004,Beverages,77.06,180,0,0,201
2024-06-10,Delhi,DEL_1,P005,Cleaning,95.25,60,0,0,77
2024-06-10,Delhi,DEL_2,P001,Grocery,98.9,96,0,0,149
2024-06-10,Delhi,DEL_2,P002,Personal Care,93.38,85,0,0,156
2024-06-10,Delhi,DEL_2,P003,Electronics,46.56,80,0,0,178
2024-06-10,Delhi,DEL_2,P004,Beverages,142.65,199,0,0,274
2024-06-10,Delhi,DEL_2,P005,Cleaning,175.86,92,0,0,124
2024-06-10,Mumbai,MUM_1,P001,Grocery,107.14,168,0,0,187
2024-06-10,Mumbai,MUM_1,P002,Personal Care,143.8,162,0,0,191
2024-06-10,Mumbai,MUM_1,P003,Electronics,129.94,130,0,1,176
2024-06-10,Mumbai,MUM_1,P004,Beverages,90.64,92,0,0,145
2024-06-10,Mumbai,MUM_1,P005,Cleaning,105.88,209,0,1,296
2024-06-10,Mumbai,MUM_2,P001,Grocery,39.7,66,0,0,101
2024-06-10,Mumbai,MUM_2,P002,Personal Care,36.69,109,0,0,196
2024-06-10,Mumbai,MUM_2,P003,Electronics,147.0,62,0,0,160
2024-06-10,Mumbai,MUM_2,P004,Beverages,138.65,133,0,1,150
2024-06-10,Mumbai,MUM_2,P005,Cleaning,194.89,41,0,0,79
2024-06-11,Indore,IND_1,P001,Grocery,105.44,177,0,1,276
2024-06-11,Indore,IND_1,P002,Personal Care,93.63,175,0,0,210
2024-06-11,Indore,IND_1,P003,Electronics,177.71,127,0,0,204
2024-06-11,Indore,IND_1,P004,Beverages,145.01,187,0,0,249
2024-06-11,Indore,IND_1,P005,Cleaning,143.39,111,0,0,168
2024-06-11,Indore,IND_2,P001,Grocery,157.91,121,0,0,134
2024-06-11,Indore,IND_2,P002,Personal Care,143.49,155,0,1,239
2024-06-11,Indore,IND_2,P003,Electronics,93.86,149,0,0,243
2024-06-11,Indore,IND_2,P004,Beverages,85.18,178,0,0,276
2024-06-11,Indore,IND_2,P005,Cleaning,131.4,107,0,0,160
2024-06-11,Delhi,DEL_1,P001,Grocery,32.49,178,0,0,196
2024-06-11,Delhi,DEL_1,P002,Personal Care,94.56,137,0,1,212
2024-06-11,Delhi,DEL_1,P003,Electronics,111.46,62,0,0,150
2024-06-11,Delhi,DEL_1,P004,Beverages,120.71,118,0,0,197
2024-06-11,Delhi,DEL_1,P005,Cleaning,156.97,81,0,0,115
2024-06-11,Delhi,DEL_2,P001,Grocery,141.3,121,0,0,151
2024-06-11,Delhi,DEL_2,P002,Personal Care,111.46,101,0,0,162
2024-06-11,Delhi,DEL_2,P003,Electronics,143.92,112,0,1,129
2024-06-11,Delhi,DEL_2,P004,Beverages,82.92,199,0,0,298
2024-06-11,Delhi,DEL_2,P005,Cleaning,50.72,143,0,0,226
2024-06-11,Mumbai,MUM_1,P001,Grocery,165.96,96,0,0,161
2024-06-11,Mumbai,MUM_1,P002,Personal Care,193.7,63,0,0,126
2024-06-11,Mumbai,MUM_1,P003,Electronics,123.54,158,0,0,176
2024-06-11,Mumbai,MUM_1,P004,Beverages,164.94,204,0,0,255
2024-06-11,Mumbai,MUM_1,P005,Cleaning,183.0,129,0,0,157
2024-06-11,Mumbai,MUM_2,P001,Grocery,174.7,151,0,0,178
2024-06-11,Mumbai,MUM_2,P002,Personal Care,160.33,125,0,0,167
2024-06-11,Mumbai,MUM_2,P003,Electronics,66.85,74,0,0,98
2024-06-11,Mumbai,MUM_2,P004,Beverages,69.14,51,0,0,117
2024-06-11,Mumbai,MUM_2,P005,Cleaning,114.45,93,0,1,109
2024-06-12,Indore,IND_1,P001,Grocery,148.17,192,0,0,276
2024-06-12,Indore,IND_1,P002,Personal Care,198.51,61,0,0,138
2024-06-12,Indore,IND_1,P003,Electronics,153.14,141,0,0,191
2024-06-12,Indore,IND_1,P004,Beverages,134.92,98,0,0,109
2024-06-12,Indore,IND_1,P005,Cleaning,143.83,207,0,0,283
2024-06-12,Indore,IND_2,P001,Grocery,120.6,28,0,0,123
2024-06-12,Indore,IND_2,P002,Personal Care,143.81,51,0,1,82
2024-06-12,Indore,IND_2,P003,Electronics,125.59,146,0,1,186
2024-06-12,Indore,IND_2,P004,Beverages,158.32,153,0,0,178
2024-06-12,Indore,IND_2,P005,Cleaning,30.21,171,0,0,264
2024-06-12,Delhi,DEL_1,P001,Grocery,110.73,55,0,0,69
2024-06-12,Delhi,DEL_1,P002,Personal Care,155.32,109,0,0,148
2024-06-12,Delhi,DEL_1,P003,Electronics,118.56,83,0,0,130
2024-06-12,Delhi,DEL_1,P004,Beverages,57.08,82,0,0,114
2024-06-12,Delhi,DEL_1,P005,Cleaning,74.73,115,0,0,189
2024-06-12,Delhi,DEL_2,P001,Grocery,81.94,93,0,0,108
2024-06-12,Delhi,DEL_2,P002,Personal Care,186.3,105,0,0,126
2024-06-12,Delhi,DEL_2,P003,Electronics,188.2,149,0,0,203
2024-06-12,Delhi,DEL_2,P004,Beverages,94.71,207,0,1,230
2024-06-12,Delhi,DEL_2,P005,Cleaning,43.76,108,0,0,119
2024-06-12,Mumbai,MUM_1,P001,Grocery,68.01,85,0,1,148
2024-06-12,Mumbai,MUM_1,P002,Personal Care,83.33,116,0,0,205
2024-06-12,Mumbai,MUM_1,P003,Electronics,160.02,168,0,0,198
2024-06-12,Mumbai,MUM_1,P004,Beverages,34.39,122,0,0,176
2024-06-12,Mumbai,MUM_1,P005,Cleaning,123.42,184,0,1,213
2024-06-12,Mumbai,MUM_2,P001,Grocery,104.72,185,0,0,226
2024-06-12,Mumbai,MUM_2,P002,Personal Care,66.73,89,0,0,103
2024-06-12,Mumbai,MUM_2,P003,Electronics,162.73,155,0,0,175
2024-06-12,Mumbai,MUM_2,P004,Beverages,158.22,121,0,0,137
2024-06-12,Mumbai,MUM_2,P005,Cleaning,147.67,65,0,0,78
2024-06-13,Indore,IND_1,P001,Grocery,199.44,173,0,1,218
2024-06-13,Indore,IND_1,P002,Personal Care,119.6,104,0,0,176
2024-06-13,Indore,IND_1,P003,Electronics,106.46,26,0,0,106
2024-06-13,Indore,IND_1,P004,Beverages,154.71,219,0,0,290
2024-06-13,Indore,IND_1,P005,Cleaning,111.83,154,0,0,202
2024-06-13,Indore,IND_2,P001,Grocery,135.22,142,0,0,196
